
2019-10-12 20:22:53.84957, 151115054817.4292608948444216
2019-10-12 20:22:58.86143, 151115054817.4292608948444216
2019-10-12 20:23:03.8524834, 151115054817.4292608948444216
2019-10-12 20:23:08.8680405, 151107361317.3495663795237090
2019-10-12 20:23:13.8656291, 151107361317.3495663795237090
2019-10-12 20:23:18.8548845, 151107877987.2465636135330220
2019-10-12 20:23:23.8483165, 151107877987.2465636135330220
2019-10-12 20:23:28.8644346, 151112162911.0553648304100100
2019-10-12 20:23:33.8616562, 151112162911.0553648304100100
2019-10-12 20:23:38.8439032, 151112162911.0553648304100100
2019-10-12 20:23:43.8415942, 151112162911.0553648304100100
2019-10-12 20:23:48.8520973, 151112162911.0553648304100100
2019-10-12 20:23:53.8604337, 151112162911.0553648304100100
2019-10-12 20:23:58.8599627, 151112162911.0553648304100100
2019-10-12 20:24:03.8625157, 151112162911.0553648304100100
2019-10-12 20:24:08.8402461, 151112162911.0553648304100100
2019-10-12 20:24:13.8482643, 151112162911.0553648304100100
2019-10-12 20:24:18.8494917, 151112162911.0553648304100100
2019-10-12 20:24:23.8525868, 151112162911.0553648304100100
2019-10-12 20:24:28.8397914 , 151112162911.0553648304100100
2019-10-12 20:24:33.8499889 , 151112162911.0553648304100100
2019-10-12 20:24:38.8644633 , 151112162911.0553648304100100
2019-10-12 20:24:43.8644483 , 151112162911.0553648304100100
2019-10-12 20:24:48.8491883 , 151112162911.0553648304100100
2019-10-12 20:24:53.8656448 , 151112162911.0553648304100100
2019-10-12 20:24:58.8442032 , 151112162911.0553648304100100
2019-10-12 20:25:03.8643722 , 151112162911.0553648304100100
2019-10-12 20:25:08.8692891 , 151112162911.0553648304100100
2019-10-13 15:42:06.684948, 149453721607.9887811648547224
2019-10-13 15:42:11.6246073, 149444469945.3786177178692934
2019-10-13 15:42:16.6313804, 149444469945.3786177178692934
2019-10-13 15:42:21.6112202, 149438981369.3008918393736338
2019-10-13 15:42:26.6730453, 149438981369.3008918393736338
2019-10-13 15:42:31.6178399, 149439234381.0803895077061068
2019-10-13 15:42:36.6155729, 149439234381.0803895077061068
2019-10-13 15:42:41.6266897, 149439234381.0803895077061068
2019-10-13 15:42:46.6252129, 149439234381.0803895077061068
2019-10-13 15:42:51.6282219, 149440605546.3891774055655322
2019-10-13 15:42:56.6407052, 149440605546.3891774055655322
2019-10-13 15:43:01.6302448, 149450725503.3661062868706980
2019-10-13 15:43:06.6249592, 149450725503.3661062868706980
2019-10-13 15:43:11.6318048, 149450725503.3661062868706980
2019-10-13 15:43:16.6110771, 149450725503.3661062868706980
2019-10-13 15:43:21.6251048, 149468101896.4333225290709840
2019-10-13 15:43:26.6378949, 149468101896.4333225290709840
2019-10-13 15:43:31.6151768, 149466287417.4777011053442396
2019-10-13 15:43:36.636315, 149466287417.4777011053442396
2019-10-13 15:43:41.6314662 , 149475937371.0473207024554700
2019-10-13 15:43:46.6371228 , 149475937371.0473207024554700
2019-10-13 15:43:51.6346359 , 149475937371.0473207024554700
2019-10-13 15:43:56.6320058 , 149475937371.0473207024554700
2019-10-13 15:44:01.6133654 , 149470137657.9588687138865258
2019-10-13 15:44:06.6445688 , 149470137657.9588687138865258
2019-10-13 15:44:11.6306767 , 149469871418.3125194721864804
2019-10-13 15:44:16.6312443 , 149469871418.3125194721864804
2019-10-13 15:44:21.6378011 , 149469871418.3125194721864804
2019-10-13 15:44:26.6297099 , 149469871418.3125194721864804
2019-10-13 15:44:31.6279848 , 149472971702.4207492095561804
2019-10-13 15:44:36.6292507 , 149472971702.4207492095561804
2019-10-13 15:44:41.6213312 , 149482981015.2766297054446756
2019-10-13 15:44:46.6218196 , 149482981015.2766297054446756
2019-10-13 15:44:51.6176273 , 149493131904.7536767729568004
2019-10-13 15:44:56.6317387 , 149493131904.7536767729568004
2019-10-13 15:45:01.6182152 , 149493131904.7536767729568004
2019-10-13 15:45:06.6301061 , 149493131904.7536767729568004
2019-10-13 15:45:11.6398724 , 149496152840.4057321245792328
2019-10-13 15:45:16.6231401 , 149496152840.4057321245792328
2019-10-13 15:45:21.63796 , 149488445968.0034676131906128
2019-10-13 15:45:26.6265094 , 149488445968.0034676131906128
2019-10-13 15:45:31.6371002 , 149488445968.0034676131906128
2019-10-13 15:45:36.6273347 , 149488445968.0034676131906128
2019-10-13 15:45:41.6298779 , 149488445968.0034676131906128
2019-10-13 15:45:46.6145051 , 149488205998.4372387762092036
2019-10-13 15:45:51.647077 , 149488205998.4372387762092036
2019-10-13 15:45:56.6443246 , 149487663556.4481399824907920
2019-10-13 15:46:01.62467 , 149487663556.4481399824907920
2019-10-13 15:46:06.6270225 , 149488014330.2123482384882082
2019-10-13 15:46:11.6333127 , 149488014330.2123482384882082
2019-10-13 15:46:16.6407762 , 149488014330.2123482384882082
2019-10-13 15:46:21.6310534 , 149498991049.2999205708881904
2019-10-13 15:46:26.6457575 , 149498991049.2999205708881904
2019-10-13 15:46:31.6356708 , 149515730538.8217224672599230
2019-10-13 15:46:36.6446525 , 149515730538.8217224672599230
2019-10-13 15:46:41.6250486 , 149515730538.8217224672599230
2019-10-13 15:46:46.6153531 , 149515730538.8217224672599230
2019-10-13 15:46:51.6150929 , 149515730538.8217224672599230
2019-10-13 15:46:56.6358385 , 149523484200.1177308184884334
2019-10-13 15:47:01.6387212 , 149523484200.1177308184884334
2019-10-13 15:47:06.6287111 , 149537392508.2335095100751170
2019-10-13 15:47:11.6470792 , 149537392508.2335095100751170
2019-10-13 15:47:16.6252472 , 149537392508.2335095100751170
2019-10-13 15:47:21.6167048 , 149537392508.2335095100751170
2019-10-13 15:47:26.6208506 , 149569723067.0951622442355958
2019-10-13 15:47:31.6190978 , 149569723067.0951622442355958
2019-10-13 15:47:36.6229766 , 149567299512.3712008173191730
2019-10-13 15:47:41.6166954 , 149567299512.3712008173191730
2019-10-13 15:47:46.6181068 , 149572365775.5115553717439206
2019-10-13 15:47:51.6180407 , 149572365775.5115553717439206
2019-10-13 15:47:56.64064 , 149572365775.5115553717439206
2019-10-13 15:48:01.6195054 , 149572365775.5115553717439206
2019-10-13 15:48:06.6310147 , 149601648130.5203842459041490
